RUN	computerdatabase.ProveOwner	proveowner	1606766715503	 	3.3.1
USER	Prove Ownership	3930	START	1606767278592	1606767278592
REQUEST	3930		Prove Owner	1606767278593	1606767278664	OK	 
USER	Prove Ownership	3930	END	1606767278592	1606767278665
USER	Prove Ownership	3931	START	1606767278731	1606767278731
REQUEST	3931		Prove Owner	1606767278731	1606767278797	OK	 
USER	Prove Ownership	3931	END	1606767278731	1606767278798
USER	Prove Ownership	3932	START	1606767278882	1606767278882
REQUEST	3932		Prove Owner	1606767278882	1606767278942	OK	 
USER	Prove Ownership	3932	END	1606767278882	1606767278942
USER	Prove Ownership	3933	START	1606767279020	1606767279020
REQUEST	3933		Prove Owner	1606767279020	1606767279095	OK	 
USER	Prove Ownership	3933	END	1606767279020	1606767279095
USER	Prove Ownership	3934	START	1606767279159	1606767279159
REQUEST	3934		Prove Owner	1606767279159	1606767279219	OK	 
USER	Prove Ownership	3934	END	1606767279159	1606767279219
USER	Prove Ownership	3935	START	1606767279310	1606767279310
REQUEST	3935		Prove Owner	1606767279311	1606767279373	OK	 
USER	Prove Ownership	3935	END	1606767279310	1606767279373
USER	Prove Ownership	3936	START	1606767279451	1606767279451
REQUEST	3936		Prove Owner	1606767279451	1606767279503	OK	 
USER	Prove Ownership	3936	END	1606767279451	1606767279503
USER	Prove Ownership	3937	START	1606767279592	1606767279592
REQUEST	3937		Prove Owner	1606767279592	1606767279650	OK	 
USER	Prove Ownership	3937	END	1606767279592	1606767279650
USER	Prove Ownership	3938	START	1606767279732	1606767279732
REQUEST	3938		Prove Owner	1606767279732	1606767279788	OK	 
USER	Prove Ownership	3938	END	1606767279732	1606767279788
USER	Prove Ownership	3939	START	1606767279881	1606767279881
REQUEST	3939		Prove Owner	1606767279882	1606767279935	OK	 
USER	Prove Ownership	3939	END	1606767279881	1606767279935
USER	Prove Ownership	3940	START	1606767280019	1606767280019
REQUEST	3940		Prove Owner	1606767280019	1606767280102	OK	 
USER	Prove Ownership	3940	END	1606767280019	1606767280102
USER	Prove Ownership	3941	START	1606767280161	1606767280161
REQUEST	3941		Prove Owner	1606767280161	1606767280214	OK	 
USER	Prove Ownership	3941	END	1606767280161	1606767280214
USER	Prove Ownership	3942	START	1606767280302	1606767280302
REQUEST	3942		Prove Owner	1606767280302	1606767280368	OK	 
USER	Prove Ownership	3942	END	1606767280302	1606767280368
USER	Prove Ownership	3943	START	1606767280442	1606767280442
USER	Prove Ownership	3944	START	1606767280589	1606767280589
REQUEST	3943		Prove Owner	1606767280442	1606767280620	OK	 
USER	Prove Ownership	3943	END	1606767280442	1606767280620
USER	Prove Ownership	3945	START	1606767280730	1606767280730
REQUEST	3944		Prove Owner	1606767280589	1606767280748	OK	 
USER	Prove Ownership	3944	END	1606767280589	1606767280748
REQUEST	3945		Prove Owner	1606767280730	1606767280840	OK	 
USER	Prove Ownership	3945	END	1606767280730	1606767280840
USER	Prove Ownership	3946	START	1606767280870	1606767280870
REQUEST	3946		Prove Owner	1606767280870	1606767280967	OK	 
USER	Prove Ownership	3946	END	1606767280870	1606767280967
USER	Prove Ownership	3947	START	1606767281019	1606767281019
REQUEST	3947		Prove Owner	1606767281020	1606767281113	OK	 
USER	Prove Ownership	3947	END	1606767281019	1606767281113
USER	Prove Ownership	3948	START	1606767281161	1606767281161
REQUEST	3948		Prove Owner	1606767281161	1606767281222	OK	 
USER	Prove Ownership	3948	END	1606767281161	1606767281222
USER	Prove Ownership	3949	START	1606767281301	1606767281301
REQUEST	3949		Prove Owner	1606767281302	1606767281368	OK	 
USER	Prove Ownership	3949	END	1606767281301	1606767281368
USER	Prove Ownership	3950	START	1606767281452	1606767281452
REQUEST	3950		Prove Owner	1606767281452	1606767281520	OK	 
USER	Prove Ownership	3950	END	1606767281452	1606767281520
USER	Prove Ownership	3951	START	1606767281589	1606767281589
REQUEST	3951		Prove Owner	1606767281590	1606767281651	OK	 
USER	Prove Ownership	3951	END	1606767281589	1606767281652
USER	Prove Ownership	3952	START	1606767281729	1606767281729
REQUEST	3952		Prove Owner	1606767281730	1606767281794	OK	 
USER	Prove Ownership	3952	END	1606767281729	1606767281794
USER	Prove Ownership	3953	START	1606767281879	1606767281879
REQUEST	3953		Prove Owner	1606767281879	1606767281949	OK	 
USER	Prove Ownership	3953	END	1606767281879	1606767281949
USER	Prove Ownership	3954	START	1606767282020	1606767282020
REQUEST	3954		Prove Owner	1606767282020	1606767282112	OK	 
USER	Prove Ownership	3954	END	1606767282020	1606767282112
USER	Prove Ownership	3955	START	1606767282159	1606767282159
REQUEST	3955		Prove Owner	1606767282159	1606767282216	OK	 
USER	Prove Ownership	3955	END	1606767282159	1606767282216
USER	Prove Ownership	3956	START	1606767282299	1606767282299
REQUEST	3956		Prove Owner	1606767282299	1606767282368	OK	 
USER	Prove Ownership	3956	END	1606767282299	1606767282368
USER	Prove Ownership	3957	START	1606767282449	1606767282449
REQUEST	3957		Prove Owner	1606767282449	1606767282514	OK	 
USER	Prove Ownership	3957	END	1606767282449	1606767282515
USER	Prove Ownership	3958	START	1606767282590	1606767282590
REQUEST	3958		Prove Owner	1606767282590	1606767282676	OK	 
USER	Prove Ownership	3958	END	1606767282590	1606767282676
USER	Prove Ownership	3959	START	1606767282731	1606767282731
REQUEST	3959		Prove Owner	1606767282731	1606767282789	OK	 
USER	Prove Ownership	3959	END	1606767282731	1606767282790
USER	Prove Ownership	3960	START	1606767282880	1606767282880
REQUEST	3960		Prove Owner	1606767282880	1606767282948	OK	 
USER	Prove Ownership	3960	END	1606767282880	1606767282948
USER	Prove Ownership	3961	START	1606767283022	1606767283022
REQUEST	3961		Prove Owner	1606767283022	1606767283102	OK	 
USER	Prove Ownership	3961	END	1606767283022	1606767283102
USER	Prove Ownership	3962	START	1606767283160	1606767283160
REQUEST	3962		Prove Owner	1606767283161	1606767283214	OK	 
USER	Prove Ownership	3962	END	1606767283160	1606767283214
USER	Prove Ownership	3963	START	1606767283299	1606767283299
REQUEST	3963		Prove Owner	1606767283300	1606767283365	OK	 
USER	Prove Ownership	3963	END	1606767283299	1606767283365
USER	Prove Ownership	3964	START	1606767283449	1606767283449
REQUEST	3964		Prove Owner	1606767283450	1606767283510	OK	 
USER	Prove Ownership	3964	END	1606767283449	1606767283510
USER	Prove Ownership	3965	START	1606767283590	1606767283590
REQUEST	3965		Prove Owner	1606767283590	1606767283648	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	3965	END	1606767283590	1606767283649
USER	Prove Ownership	3966	START	1606767283730	1606767283730
REQUEST	3966		Prove Owner	1606767283731	1606767283789	OK	 
USER	Prove Ownership	3966	END	1606767283730	1606767283790
USER	Prove Ownership	3967	START	1606767283880	1606767283880
REQUEST	3967		Prove Owner	1606767283881	1606767283940	OK	 
USER	Prove Ownership	3967	END	1606767283880	1606767283940
USER	Prove Ownership	3968	START	1606767284019	1606767284019
REQUEST	3968		Prove Owner	1606767284019	1606767284105	OK	 
USER	Prove Ownership	3968	END	1606767284019	1606767284105
USER	Prove Ownership	3969	START	1606767284159	1606767284159
REQUEST	3969		Prove Owner	1606767284160	1606767284218	OK	 
USER	Prove Ownership	3969	END	1606767284159	1606767284218
USER	Prove Ownership	3970	START	1606767284312	1606767284312
REQUEST	3970		Prove Owner	1606767284312	1606767284376	OK	 
USER	Prove Ownership	3970	END	1606767284312	1606767284376
USER	Prove Ownership	3971	START	1606767284442	1606767284442
REQUEST	3971		Prove Owner	1606767284442	1606767284517	OK	 
USER	Prove Ownership	3971	END	1606767284442	1606767284517
USER	Prove Ownership	3972	START	1606767284590	1606767284590
REQUEST	3972		Prove Owner	1606767284591	1606767284650	OK	 
USER	Prove Ownership	3972	END	1606767284590	1606767284650
USER	Prove Ownership	3973	START	1606767284730	1606767284730
REQUEST	3973		Prove Owner	1606767284730	1606767284796	OK	 
USER	Prove Ownership	3973	END	1606767284730	1606767284796
USER	Prove Ownership	3974	START	1606767284870	1606767284870
REQUEST	3974		Prove Owner	1606767284870	1606767284929	OK	 
USER	Prove Ownership	3974	END	1606767284870	1606767284929
USER	Prove Ownership	3975	START	1606767285020	1606767285020
REQUEST	3975		Prove Owner	1606767285020	1606767285109	OK	 
USER	Prove Ownership	3975	END	1606767285020	1606767285109
USER	Prove Ownership	3976	START	1606767285159	1606767285159
REQUEST	3976		Prove Owner	1606767285160	1606767285219	OK	 
USER	Prove Ownership	3976	END	1606767285159	1606767285219
USER	Prove Ownership	3977	START	1606767285300	1606767285300
REQUEST	3977		Prove Owner	1606767285300	1606767285356	OK	 
USER	Prove Ownership	3977	END	1606767285300	1606767285356
USER	Prove Ownership	3978	START	1606767285452	1606767285452
REQUEST	3978		Prove Owner	1606767285452	1606767285516	OK	 
USER	Prove Ownership	3978	END	1606767285452	1606767285516
USER	Prove Ownership	3979	START	1606767285591	1606767285591
REQUEST	3979		Prove Owner	1606767285591	1606767285644	OK	 
USER	Prove Ownership	3979	END	1606767285591	1606767285644
USER	Prove Ownership	3980	START	1606767285729	1606767285729
REQUEST	3980		Prove Owner	1606767285730	1606767285793	OK	 
USER	Prove Ownership	3980	END	1606767285729	1606767285793
USER	Prove Ownership	3981	START	1606767285879	1606767285879
REQUEST	3981		Prove Owner	1606767285880	1606767285936	OK	 
USER	Prove Ownership	3981	END	1606767285879	1606767285936
USER	Prove Ownership	3982	START	1606767286019	1606767286019
REQUEST	3982		Prove Owner	1606767286019	1606767286104	OK	 
USER	Prove Ownership	3982	END	1606767286019	1606767286104
USER	Prove Ownership	3983	START	1606767286160	1606767286160
REQUEST	3983		Prove Owner	1606767286161	1606767286216	OK	 
USER	Prove Ownership	3983	END	1606767286160	1606767286216
USER	Prove Ownership	3984	START	1606767286312	1606767286312
REQUEST	3984		Prove Owner	1606767286312	1606767286371	OK	 
USER	Prove Ownership	3984	END	1606767286312	1606767286371
USER	Prove Ownership	3985	START	1606767286440	1606767286440
REQUEST	3985		Prove Owner	1606767286441	1606767286500	OK	 
USER	Prove Ownership	3985	END	1606767286440	1606767286500
USER	Prove Ownership	3986	START	1606767286589	1606767286589
REQUEST	3986		Prove Owner	1606767286590	1606767286643	OK	 
USER	Prove Ownership	3986	END	1606767286589	1606767286643
USER	Prove Ownership	3987	START	1606767286729	1606767286729
REQUEST	3987		Prove Owner	1606767286730	1606767286797	OK	 
USER	Prove Ownership	3987	END	1606767286729	1606767286797
USER	Prove Ownership	3988	START	1606767286869	1606767286869
REQUEST	3988		Prove Owner	1606767286869	1606767286935	OK	 
USER	Prove Ownership	3988	END	1606767286869	1606767286935
USER	Prove Ownership	3989	START	1606767287019	1606767287019
REQUEST	3989		Prove Owner	1606767287020	1606767287110	OK	 
USER	Prove Ownership	3989	END	1606767287019	1606767287110
USER	Prove Ownership	3990	START	1606767287161	1606767287161
REQUEST	3990		Prove Owner	1606767287162	1606767287225	OK	 
USER	Prove Ownership	3990	END	1606767287161	1606767287225
USER	Prove Ownership	3991	START	1606767287302	1606767287302
REQUEST	3991		Prove Owner	1606767287302	1606767287368	OK	 
USER	Prove Ownership	3991	END	1606767287302	1606767287368
USER	Prove Ownership	3992	START	1606767287450	1606767287450
REQUEST	3992		Prove Owner	1606767287450	1606767287526	OK	 
USER	Prove Ownership	3992	END	1606767287450	1606767287527
USER	Prove Ownership	3993	START	1606767287589	1606767287589
REQUEST	3993		Prove Owner	1606767287590	1606767287651	OK	 
USER	Prove Ownership	3993	END	1606767287589	1606767287652
USER	Prove Ownership	3994	START	1606767287729	1606767287729
REQUEST	3994		Prove Owner	1606767287730	1606767287800	OK	 
USER	Prove Ownership	3994	END	1606767287729	1606767287800
USER	Prove Ownership	3995	START	1606767287881	1606767287881
REQUEST	3995		Prove Owner	1606767287881	1606767287936	OK	 
USER	Prove Ownership	3995	END	1606767287881	1606767287936
USER	Prove Ownership	3996	START	1606767288021	1606767288021
REQUEST	3996		Prove Owner	1606767288022	1606767288110	OK	 
USER	Prove Ownership	3996	END	1606767288021	1606767288110
USER	Prove Ownership	3997	START	1606767288162	1606767288162
REQUEST	3997		Prove Owner	1606767288162	1606767288221	OK	 
USER	Prove Ownership	3997	END	1606767288162	1606767288221
USER	Prove Ownership	3998	START	1606767288300	1606767288300
REQUEST	3998		Prove Owner	1606767288300	1606767288363	OK	 
USER	Prove Ownership	3998	END	1606767288300	1606767288363
USER	Prove Ownership	3999	START	1606767288451	1606767288451
REQUEST	3999		Prove Owner	1606767288451	1606767288511	OK	 
USER	Prove Ownership	3999	END	1606767288451	1606767288512
USER	Prove Ownership	4000	START	1606767288589	1606767288589
REQUEST	4000		Prove Owner	1606767288590	1606767288661	OK	 
USER	Prove Ownership	4000	END	1606767288589	1606767288661
USER	Prove Ownership	4001	START	1606767288729	1606767288729
REQUEST	4001		Prove Owner	1606767288729	1606767288783	OK	 
USER	Prove Ownership	4001	END	1606767288729	1606767288783
USER	Prove Ownership	4002	START	1606767288880	1606767288880
REQUEST	4002		Prove Owner	1606767288881	1606767288945	OK	 
USER	Prove Ownership	4002	END	1606767288880	1606767288945
USER	Prove Ownership	4003	START	1606767289020	1606767289020
REQUEST	4003		Prove Owner	1606767289020	1606767289110	OK	 
USER	Prove Ownership	4003	END	1606767289020	1606767289111
USER	Prove Ownership	4004	START	1606767289160	1606767289160
REQUEST	4004		Prove Owner	1606767289160	1606767289216	OK	 
USER	Prove Ownership	4004	END	1606767289160	1606767289216
USER	Prove Ownership	4005	START	1606767289301	1606767289301
REQUEST	4005		Prove Owner	1606767289301	1606767289373	OK	 
USER	Prove Ownership	4005	END	1606767289301	1606767289373
USER	Prove Ownership	4006	START	1606767289449	1606767289449
REQUEST	4006		Prove Owner	1606767289449	1606767289509	OK	 
USER	Prove Ownership	4006	END	1606767289449	1606767289509
USER	Prove Ownership	4007	START	1606767289590	1606767289590
REQUEST	4007		Prove Owner	1606767289590	1606767289649	OK	 
USER	Prove Ownership	4007	END	1606767289590	1606767289649
USER	Prove Ownership	4008	START	1606767289730	1606767289730
REQUEST	4008		Prove Owner	1606767289730	1606767289787	OK	 
USER	Prove Ownership	4008	END	1606767289730	1606767289787
USER	Prove Ownership	4009	START	1606767289881	1606767289881
REQUEST	4009		Prove Owner	1606767289881	1606767289930	OK	 
USER	Prove Ownership	4009	END	1606767289881	1606767289930
USER	Prove Ownership	4010	START	1606767290019	1606767290019
REQUEST	4010		Prove Owner	1606767290019	1606767290098	OK	 
USER	Prove Ownership	4010	END	1606767290019	1606767290098
USER	Prove Ownership	4011	START	1606767290160	1606767290160
REQUEST	4011		Prove Owner	1606767290160	1606767290223	OK	 
USER	Prove Ownership	4011	END	1606767290160	1606767290224
USER	Prove Ownership	4012	START	1606767290311	1606767290311
REQUEST	4012		Prove Owner	1606767290311	1606767290372	OK	 
USER	Prove Ownership	4012	END	1606767290311	1606767290372
USER	Prove Ownership	4013	START	1606767290450	1606767290450
USER	Prove Ownership	4014	START	1606767290592	1606767290592
REQUEST	4013		Prove Owner	1606767290450	1606767290653	OK	 
USER	Prove Ownership	4013	END	1606767290450	1606767290653
USER	Prove Ownership	4015	START	1606767290730	1606767290730
REQUEST	4014		Prove Owner	1606767290592	1606767290757	OK	 
USER	Prove Ownership	4014	END	1606767290592	1606767290758
REQUEST	4015		Prove Owner	1606767290730	1606767290841	OK	 
USER	Prove Ownership	4015	END	1606767290730	1606767290842
USER	Prove Ownership	4016	START	1606767290869	1606767290869
REQUEST	4016		Prove Owner	1606767290869	1606767290992	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4016	END	1606767290869	1606767290992
USER	Prove Ownership	4017	START	1606767291021	1606767291021
USER	Prove Ownership	4018	START	1606767291162	1606767291162
USER	Prove Ownership	4019	START	1606767291301	1606767291301
REQUEST	4019		Prove Owner	1606767291302	1606767291343	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4019	END	1606767291301	1606767291343
USER	Prove Ownership	4020	START	1606767291451	1606767291451
REQUEST	4020		Prove Owner	1606767291451	1606767291489	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4020	END	1606767291451	1606767291489
USER	Prove Ownership	4021	START	1606767291590	1606767291590
REQUEST	4021		Prove Owner	1606767291591	1606767291637	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4021	END	1606767291590	1606767291637
USER	Prove Ownership	4022	START	1606767291729	1606767291729
REQUEST	4022		Prove Owner	1606767291730	1606767291766	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4022	END	1606767291729	1606767291766
USER	Prove Ownership	4023	START	1606767291880	1606767291880
REQUEST	4023		Prove Owner	1606767291880	1606767291918	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4023	END	1606767291880	1606767291918
USER	Prove Ownership	4024	START	1606767292021	1606767292021
REQUEST	4024		Prove Owner	1606767292021	1606767292098	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4024	END	1606767292021	1606767292099
USER	Prove Ownership	4025	START	1606767292162	1606767292162
REQUEST	4025		Prove Owner	1606767292162	1606767292202	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4025	END	1606767292162	1606767292202
USER	Prove Ownership	4026	START	1606767292300	1606767292300
REQUEST	4026		Prove Owner	1606767292300	1606767292348	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4026	END	1606767292300	1606767292349
USER	Prove Ownership	4027	START	1606767292450	1606767292450
REQUEST	4027		Prove Owner	1606767292451	1606767292486	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4027	END	1606767292450	1606767292486
USER	Prove Ownership	4028	START	1606767292589	1606767292589
REQUEST	4028		Prove Owner	1606767292590	1606767292647	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4028	END	1606767292589	1606767292647
USER	Prove Ownership	4029	START	1606767292730	1606767292730
REQUEST	4029		Prove Owner	1606767292730	1606767292763	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4029	END	1606767292730	1606767292763
USER	Prove Ownership	4030	START	1606767292881	1606767292881
REQUEST	4030		Prove Owner	1606767292881	1606767292930	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4030	END	1606767292881	1606767292930
USER	Prove Ownership	4031	START	1606767293019	1606767293019
REQUEST	4031		Prove Owner	1606767293019	1606767293066	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4031	END	1606767293019	1606767293066
USER	Prove Ownership	4032	START	1606767293160	1606767293160
REQUEST	4032		Prove Owner	1606767293160	1606767293193	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4032	END	1606767293160	1606767293194
USER	Prove Ownership	4033	START	1606767293301	1606767293301
REQUEST	4033		Prove Owner	1606767293301	1606767293345	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4033	END	1606767293301	1606767293345
USER	Prove Ownership	4034	START	1606767293450	1606767293450
REQUEST	4034		Prove Owner	1606767293450	1606767293494	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4034	END	1606767293450	1606767293495
USER	Prove Ownership	4035	START	1606767293589	1606767293589
REQUEST	4035		Prove Owner	1606767293590	1606767293659	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4035	END	1606767293589	1606767293659
USER	Prove Ownership	4036	START	1606767293729	1606767293729
REQUEST	4036		Prove Owner	1606767293730	1606767293771	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4036	END	1606767293729	1606767293772
USER	Prove Ownership	4037	START	1606767293880	1606767293880
REQUEST	4037		Prove Owner	1606767293880	1606767293917	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4037	END	1606767293880	1606767293917
USER	Prove Ownership	4038	START	1606767294019	1606767294019
REQUEST	4038		Prove Owner	1606767294019	1606767294063	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4038	END	1606767294019	1606767294064
USER	Prove Ownership	4039	START	1606767294160	1606767294160
REQUEST	4039		Prove Owner	1606767294160	1606767294198	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4039	END	1606767294160	1606767294198
USER	Prove Ownership	4040	START	1606767294301	1606767294301
REQUEST	4040		Prove Owner	1606767294301	1606767294339	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4040	END	1606767294301	1606767294340
USER	Prove Ownership	4041	START	1606767294449	1606767294449
REQUEST	4041		Prove Owner	1606767294450	1606767294497	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4041	END	1606767294449	1606767294498
USER	Prove Ownership	4042	START	1606767294589	1606767294589
REQUEST	4042		Prove Owner	1606767294590	1606767294644	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4042	END	1606767294589	1606767294645
USER	Prove Ownership	4043	START	1606767294731	1606767294731
REQUEST	4043		Prove Owner	1606767294732	1606767294778	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4043	END	1606767294731	1606767294779
USER	Prove Ownership	4044	START	1606767294879	1606767294879
REQUEST	4044		Prove Owner	1606767294880	1606767294927	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4044	END	1606767294879	1606767294927
USER	Prove Ownership	4045	START	1606767295020	1606767295020
REQUEST	4045		Prove Owner	1606767295020	1606767295075	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4045	END	1606767295020	1606767295076
USER	Prove Ownership	4046	START	1606767295160	1606767295160
REQUEST	4046		Prove Owner	1606767295161	1606767295202	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4046	END	1606767295160	1606767295202
USER	Prove Ownership	4047	START	1606767295311	1606767295311
REQUEST	4047		Prove Owner	1606767295312	1606767295355	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4047	END	1606767295311	1606767295355
USER	Prove Ownership	4048	START	1606767295451	1606767295451
REQUEST	4048		Prove Owner	1606767295451	1606767295492	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4048	END	1606767295451	1606767295492
USER	Prove Ownership	4049	START	1606767295590	1606767295590
REQUEST	4049		Prove Owner	1606767295590	1606767295645	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4049	END	1606767295590	1606767295645
USER	Prove Ownership	4050	START	1606767295729	1606767295729
REQUEST	4050		Prove Owner	1606767295730	1606767295772	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4050	END	1606767295729	1606767295772
USER	Prove Ownership	4051	START	1606767295872	1606767295872
REQUEST	4051		Prove Owner	1606767295872	1606767295913	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4051	END	1606767295872	1606767295913
USER	Prove Ownership	4052	START	1606767296021	1606767296021
REQUEST	4052		Prove Owner	1606767296021	1606767296092	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4052	END	1606767296021	1606767296092
REQUEST	4017		Prove Owner	1606767291021	1606767296136	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4017	END	1606767291021	1606767296136
USER	Prove Ownership	4053	START	1606767296160	1606767296160
REQUEST	4053		Prove Owner	1606767296161	1606767296200	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4053	END	1606767296160	1606767296200
USER	Prove Ownership	4054	START	1606767296302	1606767296302
USER	Prove Ownership	4055	START	1606767296449	1606767296449
REQUEST	4055		Prove Owner	1606767296449	1606767296484	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4055	END	1606767296449	1606767296484
USER	Prove Ownership	4056	START	1606767296590	1606767296590
REQUEST	4056		Prove Owner	1606767296590	1606767296648	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4056	END	1606767296590	1606767296648
USER	Prove Ownership	4057	START	1606767296729	1606767296729
REQUEST	4057		Prove Owner	1606767296729	1606767296763	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4057	END	1606767296729	1606767296763
USER	Prove Ownership	4058	START	1606767296880	1606767296880
REQUEST	4058		Prove Owner	1606767296880	1606767296915	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4058	END	1606767296880	1606767296915
USER	Prove Ownership	4059	START	1606767297021	1606767297021
REQUEST	4059		Prove Owner	1606767297021	1606767297093	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4059	END	1606767297021	1606767297093
USER	Prove Ownership	4060	START	1606767297160	1606767297160
REQUEST	4060		Prove Owner	1606767297160	1606767297199	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4060	END	1606767297160	1606767297199
USER	Prove Ownership	4061	START	1606767297310	1606767297310
REQUEST	4061		Prove Owner	1606767297310	1606767297352	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4061	END	1606767297310	1606767297352
USER	Prove Ownership	4062	START	1606767297451	1606767297451
REQUEST	4062		Prove Owner	1606767297451	1606767297483	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4062	END	1606767297451	1606767297483
USER	Prove Ownership	4063	START	1606767297590	1606767297590
REQUEST	4063		Prove Owner	1606767297590	1606767297647	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4063	END	1606767297590	1606767297648
USER	Prove Ownership	4064	START	1606767297730	1606767297730
REQUEST	4064		Prove Owner	1606767297730	1606767297761	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4064	END	1606767297730	1606767297761
USER	Prove Ownership	4065	START	1606767297880	1606767297880
REQUEST	4065		Prove Owner	1606767297880	1606767297909	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4065	END	1606767297880	1606767297910
USER	Prove Ownership	4066	START	1606767298020	1606767298020
REQUEST	4066		Prove Owner	1606767298020	1606767298081	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4066	END	1606767298020	1606767298081
USER	Prove Ownership	4067	START	1606767298160	1606767298160
REQUEST	4067		Prove Owner	1606767298160	1606767298205	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4067	END	1606767298160	1606767298205
USER	Prove Ownership	4068	START	1606767298300	1606767298300
REQUEST	4068		Prove Owner	1606767298300	1606767298331	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4068	END	1606767298300	1606767298331
USER	Prove Ownership	4069	START	1606767298452	1606767298452
REQUEST	4069		Prove Owner	1606767298452	1606767298491	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	4069	END	1606767298452	1606767298491
USER	Prove Ownership	4070	START	1606767298591	1606767298591
