RUN	computerdatabase.ProveOwner	proveowner	1606767974831	 	3.3.1
USER	Prove Ownership	9490	START	1606769030863	1606769030863
REQUEST	9488		Prove Owner	1606769030633	1606769030896	OK	 
USER	Prove Ownership	9488	END	1606769030633	1606769030896
USER	Prove Ownership	9491	START	1606769030971	1606769030971
REQUEST	9489		Prove Owner	1606769030753	1606769031027	OK	 
USER	Prove Ownership	9489	END	1606769030753	1606769031027
REQUEST	9490		Prove Owner	1606769030863	1606769031055	OK	 
USER	Prove Ownership	9490	END	1606769030863	1606769031055
USER	Prove Ownership	9492	START	1606769031081	1606769031081
REQUEST	9491		Prove Owner	1606769030972	1606769031130	OK	 
USER	Prove Ownership	9491	END	1606769030971	1606769031130
REQUEST	9492		Prove Owner	1606769031082	1606769031169	OK	 
USER	Prove Ownership	9492	END	1606769031081	1606769031169
USER	Prove Ownership	9493	START	1606769031194	1606769031194
REQUEST	9493		Prove Owner	1606769031194	1606769031259	OK	 
USER	Prove Ownership	9493	END	1606769031194	1606769031259
USER	Prove Ownership	9494	START	1606769031301	1606769031301
REQUEST	9494		Prove Owner	1606769031301	1606769031369	OK	 
USER	Prove Ownership	9494	END	1606769031301	1606769031369
USER	Prove Ownership	9495	START	1606769031417	1606769031417
REQUEST	9495		Prove Owner	1606769031417	1606769031489	OK	 
USER	Prove Ownership	9495	END	1606769031417	1606769031489
USER	Prove Ownership	9496	START	1606769031524	1606769031524
REQUEST	9496		Prove Owner	1606769031524	1606769031600	OK	 
USER	Prove Ownership	9496	END	1606769031524	1606769031601
USER	Prove Ownership	9497	START	1606769031643	1606769031643
REQUEST	9497		Prove Owner	1606769031643	1606769031697	OK	 
USER	Prove Ownership	9497	END	1606769031643	1606769031697
USER	Prove Ownership	9498	START	1606769031753	1606769031753
REQUEST	9498		Prove Owner	1606769031754	1606769031846	OK	 
USER	Prove Ownership	9498	END	1606769031753	1606769031846
USER	Prove Ownership	9499	START	1606769031863	1606769031863
REQUEST	9499		Prove Owner	1606769031863	1606769031914	OK	 
USER	Prove Ownership	9499	END	1606769031863	1606769031914
USER	Prove Ownership	9500	START	1606769031972	1606769031972
REQUEST	9500		Prove Owner	1606769031972	1606769032029	OK	 
USER	Prove Ownership	9500	END	1606769031972	1606769032029
USER	Prove Ownership	9501	START	1606769032085	1606769032085
REQUEST	9501		Prove Owner	1606769032085	1606769032175	OK	 
USER	Prove Ownership	9501	END	1606769032085	1606769032176
USER	Prove Ownership	9502	START	1606769032193	1606769032193
REQUEST	9502		Prove Owner	1606769032193	1606769032247	OK	 
USER	Prove Ownership	9502	END	1606769032193	1606769032247
USER	Prove Ownership	9503	START	1606769032305	1606769032305
REQUEST	9503		Prove Owner	1606769032306	1606769032375	OK	 
USER	Prove Ownership	9503	END	1606769032305	1606769032375
USER	Prove Ownership	9504	START	1606769032412	1606769032412
REQUEST	9504		Prove Owner	1606769032412	1606769032471	OK	 
USER	Prove Ownership	9504	END	1606769032412	1606769032472
USER	Prove Ownership	9505	START	1606769032523	1606769032523
REQUEST	9505		Prove Owner	1606769032524	1606769032592	OK	 
USER	Prove Ownership	9505	END	1606769032523	1606769032593
USER	Prove Ownership	9506	START	1606769032642	1606769032642
REQUEST	9506		Prove Owner	1606769032642	1606769032707	OK	 
USER	Prove Ownership	9506	END	1606769032642	1606769032707
USER	Prove Ownership	9507	START	1606769032754	1606769032754
REQUEST	9507		Prove Owner	1606769032754	1606769032827	OK	 
USER	Prove Ownership	9507	END	1606769032754	1606769032827
USER	Prove Ownership	9508	START	1606769032866	1606769032866
REQUEST	9508		Prove Owner	1606769032866	1606769032954	OK	 
USER	Prove Ownership	9508	END	1606769032866	1606769032954
USER	Prove Ownership	9509	START	1606769032973	1606769032973
REQUEST	9509		Prove Owner	1606769032974	1606769033035	OK	 
USER	Prove Ownership	9509	END	1606769032973	1606769033035
USER	Prove Ownership	9510	START	1606769033083	1606769033083
REQUEST	9510		Prove Owner	1606769033083	1606769033174	OK	 
USER	Prove Ownership	9510	END	1606769033083	1606769033174
USER	Prove Ownership	9511	START	1606769033191	1606769033191
REQUEST	9511		Prove Owner	1606769033191	1606769033258	OK	 
USER	Prove Ownership	9511	END	1606769033191	1606769033258
USER	Prove Ownership	9512	START	1606769033302	1606769033302
REQUEST	9512		Prove Owner	1606769033302	1606769033357	OK	 
USER	Prove Ownership	9512	END	1606769033302	1606769033358
USER	Prove Ownership	9513	START	1606769033412	1606769033412
REQUEST	9513		Prove Owner	1606769033413	1606769033479	OK	 
USER	Prove Ownership	9513	END	1606769033412	1606769033479
USER	Prove Ownership	9514	START	1606769033522	1606769033522
REQUEST	9514		Prove Owner	1606769033523	1606769033578	OK	 
USER	Prove Ownership	9514	END	1606769033522	1606769033578
USER	Prove Ownership	9515	START	1606769033633	1606769033633
REQUEST	9515		Prove Owner	1606769033633	1606769033711	OK	 
USER	Prove Ownership	9515	END	1606769033633	1606769033712
USER	Prove Ownership	9516	START	1606769033753	1606769033753
REQUEST	9516		Prove Owner	1606769033753	1606769033825	OK	 
USER	Prove Ownership	9516	END	1606769033753	1606769033825
USER	Prove Ownership	9517	START	1606769033862	1606769033862
REQUEST	9517		Prove Owner	1606769033862	1606769033921	OK	 
USER	Prove Ownership	9517	END	1606769033862	1606769033921
USER	Prove Ownership	9518	START	1606769033976	1606769033976
REQUEST	9518		Prove Owner	1606769033976	1606769034041	OK	 
USER	Prove Ownership	9518	END	1606769033976	1606769034042
USER	Prove Ownership	9519	START	1606769034085	1606769034085
REQUEST	9519		Prove Owner	1606769034085	1606769034185	OK	 
USER	Prove Ownership	9519	END	1606769034085	1606769034186
USER	Prove Ownership	9520	START	1606769034192	1606769034192
REQUEST	9520		Prove Owner	1606769034192	1606769034260	OK	 
USER	Prove Ownership	9520	END	1606769034192	1606769034260
USER	Prove Ownership	9521	START	1606769034301	1606769034301
REQUEST	9521		Prove Owner	1606769034302	1606769034349	OK	 
USER	Prove Ownership	9521	END	1606769034301	1606769034349
USER	Prove Ownership	9522	START	1606769034413	1606769034413
REQUEST	9522		Prove Owner	1606769034413	1606769034473	OK	 
USER	Prove Ownership	9522	END	1606769034413	1606769034473
USER	Prove Ownership	9523	START	1606769034524	1606769034524
REQUEST	9523		Prove Owner	1606769034524	1606769034584	OK	 
USER	Prove Ownership	9523	END	1606769034524	1606769034585
USER	Prove Ownership	9524	START	1606769034645	1606769034645
REQUEST	9524		Prove Owner	1606769034646	1606769034719	OK	 
USER	Prove Ownership	9524	END	1606769034645	1606769034719
USER	Prove Ownership	9525	START	1606769034754	1606769034754
REQUEST	9525		Prove Owner	1606769034755	1606769034815	OK	 
USER	Prove Ownership	9525	END	1606769034754	1606769034815
USER	Prove Ownership	9526	START	1606769034863	1606769034863
REQUEST	9526		Prove Owner	1606769034863	1606769034931	OK	 
USER	Prove Ownership	9526	END	1606769034863	1606769034931
USER	Prove Ownership	9527	START	1606769034974	1606769034974
REQUEST	9527		Prove Owner	1606769034975	1606769035048	OK	 
USER	Prove Ownership	9527	END	1606769034974	1606769035048
USER	Prove Ownership	9528	START	1606769035085	1606769035085
REQUEST	9528		Prove Owner	1606769035085	1606769035193	OK	 
USER	Prove Ownership	9528	END	1606769035085	1606769035193
USER	Prove Ownership	9529	START	1606769035194	1606769035194
REQUEST	9529		Prove Owner	1606769035194	1606769035246	OK	 
USER	Prove Ownership	9529	END	1606769035194	1606769035246
USER	Prove Ownership	9530	START	1606769035305	1606769035305
REQUEST	9530		Prove Owner	1606769035305	1606769035356	OK	 
USER	Prove Ownership	9530	END	1606769035305	1606769035356
USER	Prove Ownership	9531	START	1606769035414	1606769035414
REQUEST	9531		Prove Owner	1606769035415	1606769035481	OK	 
USER	Prove Ownership	9531	END	1606769035414	1606769035481
USER	Prove Ownership	9532	START	1606769035534	1606769035534
REQUEST	9532		Prove Owner	1606769035535	1606769035600	OK	 
USER	Prove Ownership	9532	END	1606769035534	1606769035601
USER	Prove Ownership	9533	START	1606769035632	1606769035632
REQUEST	9533		Prove Owner	1606769035632	1606769035721	OK	 
USER	Prove Ownership	9533	END	1606769035632	1606769035721
USER	Prove Ownership	9534	START	1606769035755	1606769035755
REQUEST	9534		Prove Owner	1606769035755	1606769035821	OK	 
USER	Prove Ownership	9534	END	1606769035755	1606769035821
USER	Prove Ownership	9535	START	1606769035864	1606769035864
REQUEST	9535		Prove Owner	1606769035864	1606769035938	OK	 
USER	Prove Ownership	9535	END	1606769035864	1606769035938
USER	Prove Ownership	9536	START	1606769035976	1606769035976
REQUEST	9536		Prove Owner	1606769035976	1606769036039	OK	 
USER	Prove Ownership	9536	END	1606769035976	1606769036039
USER	Prove Ownership	9537	START	1606769036082	1606769036082
REQUEST	9537		Prove Owner	1606769036083	1606769036160	OK	 
USER	Prove Ownership	9537	END	1606769036082	1606769036161
USER	Prove Ownership	9538	START	1606769036193	1606769036193
REQUEST	9538		Prove Owner	1606769036194	1606769036252	OK	 
USER	Prove Ownership	9538	END	1606769036193	1606769036253
USER	Prove Ownership	9539	START	1606769036302	1606769036302
REQUEST	9539		Prove Owner	1606769036302	1606769036367	OK	 
USER	Prove Ownership	9539	END	1606769036302	1606769036367
USER	Prove Ownership	9540	START	1606769036413	1606769036413
REQUEST	9540		Prove Owner	1606769036413	1606769036472	OK	 
USER	Prove Ownership	9540	END	1606769036413	1606769036472
USER	Prove Ownership	9541	START	1606769036523	1606769036523
REQUEST	9541		Prove Owner	1606769036523	1606769036573	OK	 
USER	Prove Ownership	9541	END	1606769036523	1606769036573
USER	Prove Ownership	9542	START	1606769036642	1606769036642
REQUEST	9542		Prove Owner	1606769036642	1606769036719	OK	 
USER	Prove Ownership	9542	END	1606769036642	1606769036719
USER	Prove Ownership	9543	START	1606769036753	1606769036753
REQUEST	9543		Prove Owner	1606769036754	1606769036847	OK	 
USER	Prove Ownership	9543	END	1606769036753	1606769036847
USER	Prove Ownership	9544	START	1606769036865	1606769036865
REQUEST	9544		Prove Owner	1606769036865	1606769036938	OK	 
USER	Prove Ownership	9544	END	1606769036865	1606769036938
USER	Prove Ownership	9545	START	1606769036976	1606769036976
REQUEST	9545		Prove Owner	1606769036976	1606769037043	OK	 
USER	Prove Ownership	9545	END	1606769036976	1606769037043
USER	Prove Ownership	9546	START	1606769037087	1606769037087
USER	Prove Ownership	9547	START	1606769037191	1606769037191
REQUEST	9546		Prove Owner	1606769037087	1606769037211	OK	 
USER	Prove Ownership	9546	END	1606769037087	1606769037212
REQUEST	9547		Prove Owner	1606769037192	1606769037274	OK	 
USER	Prove Ownership	9547	END	1606769037191	1606769037274
USER	Prove Ownership	9548	START	1606769037306	1606769037306
REQUEST	9548		Prove Owner	1606769037307	1606769037358	OK	 
USER	Prove Ownership	9548	END	1606769037306	1606769037358
USER	Prove Ownership	9549	START	1606769037413	1606769037413
REQUEST	9549		Prove Owner	1606769037413	1606769037482	OK	 
USER	Prove Ownership	9549	END	1606769037413	1606769037482
USER	Prove Ownership	9550	START	1606769037522	1606769037522
REQUEST	9550		Prove Owner	1606769037522	1606769037579	OK	 
USER	Prove Ownership	9550	END	1606769037522	1606769037579
USER	Prove Ownership	9551	START	1606769037643	1606769037643
REQUEST	9551		Prove Owner	1606769037643	1606769037730	OK	 
USER	Prove Ownership	9551	END	1606769037643	1606769037730
USER	Prove Ownership	9552	START	1606769037754	1606769037754
REQUEST	9552		Prove Owner	1606769037754	1606769037827	OK	 
USER	Prove Ownership	9552	END	1606769037754	1606769037827
USER	Prove Ownership	9553	START	1606769037861	1606769037861
REQUEST	9553		Prove Owner	1606769037862	1606769037965	OK	 
USER	Prove Ownership	9553	END	1606769037861	1606769037965
USER	Prove Ownership	9554	START	1606769037971	1606769037971
REQUEST	9554		Prove Owner	1606769037971	1606769038028	OK	 
USER	Prove Ownership	9554	END	1606769037971	1606769038029
USER	Prove Ownership	9555	START	1606769038085	1606769038085
REQUEST	9555		Prove Owner	1606769038085	1606769038159	OK	 
USER	Prove Ownership	9555	END	1606769038085	1606769038160
USER	Prove Ownership	9556	START	1606769038192	1606769038192
REQUEST	9556		Prove Owner	1606769038192	1606769038255	OK	 
USER	Prove Ownership	9556	END	1606769038192	1606769038255
USER	Prove Ownership	9557	START	1606769038306	1606769038306
REQUEST	9557		Prove Owner	1606769038307	1606769038372	OK	 
USER	Prove Ownership	9557	END	1606769038306	1606769038372
USER	Prove Ownership	9558	START	1606769038412	1606769038412
REQUEST	9558		Prove Owner	1606769038413	1606769038482	OK	 
USER	Prove Ownership	9558	END	1606769038412	1606769038482
USER	Prove Ownership	9559	START	1606769038525	1606769038525
REQUEST	9559		Prove Owner	1606769038525	1606769038585	OK	 
USER	Prove Ownership	9559	END	1606769038525	1606769038585
USER	Prove Ownership	9560	START	1606769038642	1606769038642
REQUEST	9560		Prove Owner	1606769038642	1606769038747	OK	 
USER	Prove Ownership	9560	END	1606769038642	1606769038747
USER	Prove Ownership	9561	START	1606769038752	1606769038752
REQUEST	9561		Prove Owner	1606769038752	1606769038816	OK	 
USER	Prove Ownership	9561	END	1606769038752	1606769038816
USER	Prove Ownership	9562	START	1606769038864	1606769038864
REQUEST	9562		Prove Owner	1606769038864	1606769038924	OK	 
USER	Prove Ownership	9562	END	1606769038864	1606769038924
USER	Prove Ownership	9563	START	1606769038975	1606769038975
REQUEST	9563		Prove Owner	1606769038975	1606769039042	OK	 
USER	Prove Ownership	9563	END	1606769038975	1606769039042
USER	Prove Ownership	9564	START	1606769039082	1606769039082
REQUEST	9564		Prove Owner	1606769039083	1606769039158	OK	 
USER	Prove Ownership	9564	END	1606769039082	1606769039158
USER	Prove Ownership	9565	START	1606769039193	1606769039193
REQUEST	9565		Prove Owner	1606769039193	1606769039291	OK	 
USER	Prove Ownership	9565	END	1606769039193	1606769039291
USER	Prove Ownership	9566	START	1606769039305	1606769039305
REQUEST	9566		Prove Owner	1606769039305	1606769039359	OK	 
USER	Prove Ownership	9566	END	1606769039305	1606769039359
USER	Prove Ownership	9567	START	1606769039413	1606769039413
REQUEST	9567		Prove Owner	1606769039414	1606769039482	OK	 
USER	Prove Ownership	9567	END	1606769039413	1606769039482
USER	Prove Ownership	9568	START	1606769039526	1606769039526
REQUEST	9568		Prove Owner	1606769039526	1606769039613	OK	 
USER	Prove Ownership	9568	END	1606769039526	1606769039613
USER	Prove Ownership	9569	START	1606769039641	1606769039641
REQUEST	9569		Prove Owner	1606769039641	1606769039704	OK	 
USER	Prove Ownership	9569	END	1606769039641	1606769039705
USER	Prove Ownership	9570	START	1606769039755	1606769039755
REQUEST	9570		Prove Owner	1606769039755	1606769039817	OK	 
USER	Prove Ownership	9570	END	1606769039755	1606769039817
USER	Prove Ownership	9571	START	1606769039862	1606769039862
REQUEST	9571		Prove Owner	1606769039862	1606769039934	OK	 
USER	Prove Ownership	9571	END	1606769039862	1606769039934
USER	Prove Ownership	9572	START	1606769039972	1606769039972
REQUEST	9572		Prove Owner	1606769039972	1606769040031	OK	 
USER	Prove Ownership	9572	END	1606769039972	1606769040031
USER	Prove Ownership	9573	START	1606769040086	1606769040086
REQUEST	9573		Prove Owner	1606769040086	1606769040165	OK	 
USER	Prove Ownership	9573	END	1606769040086	1606769040165
USER	Prove Ownership	9574	START	1606769040191	1606769040191
REQUEST	9574		Prove Owner	1606769040192	1606769040279	OK	 
USER	Prove Ownership	9574	END	1606769040191	1606769040279
USER	Prove Ownership	9575	START	1606769040305	1606769040305
REQUEST	9575		Prove Owner	1606769040305	1606769040368	OK	 
USER	Prove Ownership	9575	END	1606769040305	1606769040368
USER	Prove Ownership	9576	START	1606769040416	1606769040416
USER	Prove Ownership	9577	START	1606769040521	1606769040521
USER	Prove Ownership	9578	START	1606769040642	1606769040642
USER	Prove Ownership	9579	START	1606769040751	1606769040751
REQUEST	9576		Prove Owner	1606769040416	1606769040762	OK	 
USER	Prove Ownership	9576	END	1606769040416	1606769040762
USER	Prove Ownership	9580	START	1606769040862	1606769040862
REQUEST	9577		Prove Owner	1606769040521	1606769040882	OK	 
USER	Prove Ownership	9577	END	1606769040521	1606769040883
REQUEST	9578		Prove Owner	1606769040642	1606769040963	OK	 
USER	Prove Ownership	9578	END	1606769040642	1606769040963
USER	Prove Ownership	9581	START	1606769040974	1606769040974
REQUEST	9579		Prove Owner	1606769040751	1606769041074	OK	 
USER	Prove Ownership	9579	END	1606769040751	1606769041075
USER	Prove Ownership	9582	START	1606769041083	1606769041083
REQUEST	9580		Prove Owner	1606769040862	1606769041092	OK	 
USER	Prove Ownership	9580	END	1606769040862	1606769041093
USER	Prove Ownership	9583	START	1606769041193	1606769041193
REQUEST	9581		Prove Owner	1606769040974	1606769041202	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	9581	END	1606769040974	1606769041202
REQUEST	9582		Prove Owner	1606769041083	1606769041213	OK	 
USER	Prove Ownership	9582	END	1606769041083	1606769041213
REQUEST	9583		Prove Owner	1606769041193	1606769041287	OK	 
USER	Prove Ownership	9583	END	1606769041193	1606769041288
USER	Prove Ownership	9584	START	1606769041302	1606769041302
REQUEST	9584		Prove Owner	1606769041302	1606769041355	OK	 
USER	Prove Ownership	9584	END	1606769041302	1606769041355
USER	Prove Ownership	9585	START	1606769041413	1606769041413
REQUEST	9585		Prove Owner	1606769041413	1606769041475	OK	 
USER	Prove Ownership	9585	END	1606769041413	1606769041475
